,name,status,mass,targets
DB11094,Vitamin D,approved;nutraceutical;vet_approved,-1.0,2
DB11095,Desirudin,approved,-1.0,0
DB11096,Meradimate,approved,275.392,0
DB11097,Plantago seed,approved;investigational,-1.0,0
DB11098,Potassium bicarbonate,approved,100.1151,2
DB11099,Crypthecodinium cohnii DHA oil,experimental,-1.0,0
DB11100,Allantoin,approved,158.1154,0
DB11102,N-acetyltyrosine,approved,223.2252,0
DB11104,Sulfur hexafluoride,approved,146.05,0
DB11105,Benzalkonium,approved;investigational,-1.0,0
DB11107,Potassium bitartrate,experimental,188.176,0
DB11108,Aluminum sesquichlorohydrate,approved,-1.0,0
DB11109,Chlorine,experimental,70.906,0
DB11110,Magnesium citrate,approved,451.113,0
DB11111,Witch hazel,nutraceutical,-1.0,0
DB11112,Lanolin,approved,-1.0,1
DB11113,Castor oil,approved;investigational;nutraceutical;vet_approved,-1.0,2
DB11114,Eucalyptus oil,approved,-1.0,0
DB11115,Ensulizole,approved,274.29,0
DB11116,Aluminum zirconium trichlorohydrex gly,approved;experimental,-1.0,0
DB11117,Undecylenic acid,approved;investigational,184.2753,0
DB11118,Ammonia,approved,-1.0,0
DB11119,Sodium iodide,approved,149.8942,0
DB11120,Turpentine,approved;experimental,-1.0,1
DB11121,Chloroxylenol,approved,156.61,0
DB11123,Hypochlorite,approved,51.452,0
DB11124,Racepinephrine,approved,-1.0,9
DB11125,Benzethonium,approved,412.637,0
DB11126,Calcium gluconate,approved;vet_approved,430.372,0
DB11127,Selenious acid,approved;investigational,128.97,0
DB11128,Ammonium molybdate,approved,1235.92,0
DB11129,Carbamide peroxide,approved,94.07,0
DB11130,Opium,approved;illicit,-1.0,3
DB11131,Capsicum oleoresin,approved,-1.0,1
DB11132,Silicon dioxide,approved,60.0843,1
DB11133,Omega-3 fatty acids,approved;nutraceutical,-1.0,3
DB11134,Cupric oxide,approved,79.545,0
DB11135,Selenium,approved;investigational;vet_approved,78.96,0
DB11136,Chromium,approved,51.9961,1
DB11137,Molybdenum,approved,95.94,0
DB11140,Chromium Cr-51,approved,50.9448,0
DB11141,Manganese gluconate,approved,445.232,0
DB11142,Selenomethionine,approved;investigational,196.11,0
DB11143,Cresol,approved,-1.0,0
DB11144,Hydrogenated palm kernel oil,experimental,-1.0,0
DB11145,Oxyquinoline,approved;vet_approved,145.158,0
DB11147,Aluminum zirconium pentachlorohydrate,approved,-1.0,0
DB11148,Butamben,approved;withdrawn,193.246,3
DB11149,Aluminum zirconium tetrachlorohydrex gly,approved,-1.0,0
DB11150,Barium sulfate,approved,233.39,0
DB11151,Sodium hydroxide,approved,39.9971,0
DB11152,Trichloroacetate,approved,-1.0,0
DB11153,Potassium hydroxide,approved,56.1056,0
DB11154,Zinc citrate,approved,574.34,0
DB11155,Triclocarban,approved,315.58,1
DB11156,Pyrantel,approved;vet_approved,206.31,2
DB11157,Anthralin,approved,226.231,3
DB11158,Pectin,approved;investigational;vet_approved,-1.0,0
DB11159,Sodium sulfide,approved,78.04,0
DB11160,Phenyltoloxamine,approved,255.361,1
DB11161,Polyethylene glycol 300,approved,-1.0,0
DB11164,Bicisate,approved;investigational,324.45,0
DB11165,Rosin,approved,-1.0,0
DB11166,Antithrombin Alfa,approved;investigational,-1.0,2
DB11168,Calcium threonate,approved,310.268,0
DB11169,Ferrous asparto glycinate,approved,-1.0,0
DB11171,Ferric sulfate,approved,489.93,0
DB11172,Sesame oil,approved;investigational;nutraceutical,-1.0,0
DB11174,2-(l-menthoxy)ethanol,experimental,200.322,0
DB11175,Zinc picolinate,approved;investigational,309.59,0
DB11176,Zeaxanthin,approved;investigational,568.886,0
DB11178,Polysorbate 20,approved,-1.0,0
DB11179,Exametazime,approved,-1.0,0
DB11180,Tetrofosmin,approved,382.462,0
DB11181,Homatropine,approved,275.348,5
DB11182,Rose bengal free acid,approved;investigational,973.673,0
DB11183,Light green SF yellowish,approved;experimental,792.848,0
DB11184,Oftasceine,approved,622.539,0
DB11185,Sulisobenzone,approved,308.3,1
DB11186,Pentoxyverine,approved;investigational,333.472,5
DB11187,1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphocholine,experimental,-1.0,0
DB11188,1-(c14-c18 esteroyl)-2-docosahexanoyl-sn-glycero-3-phosphoethanolamine,experimental,-1.0,0
DB11189,Magnesium glycinate,approved,172.423,0
DB11190,Pantethine,approved;investigational,554.721,0
DB11191,Cobamamide,approved,1579.5818,0
DB11192,L-threonic acid,experimental,136.1033,0
DB11193,Papain,approved,-1.0,1
DB11195,Xylitol,experimental;investigational,152.1458,5
DB11197,Ferrous cysteine glycinate,approved,371.2,0
DB11198,Peppermint oil,approved;investigational,-1.0,0
DB11199,Sage oil,approved;nutraceutical,-1.0,0
DB11200,Aluminum zirconium octachlorohydrex gly,approved,263.74,1
DB11201,Menthyl salicylate,approved,276.376,3
DB11202,N-alkyl ethylbenzyl dimethyl ammonium (C12-C14),approved,-1.0,0
DB11203,Boron,experimental,10.81,0
DB11204,Panthenol,approved,-1.0,0
DB11205,Alcloxa,approved,314.55,0
DB11206,Bemotrizinol,approved,627.826,0
DB11207,Amiloxate,approved,248.322,0
DB11208,Aluminum chlorohydrex propylene glycol,approved,-1.0,0
DB11209,Iron protein succinylate,approved;investigational,-1.0,0
DB11210,Ferrous bisglycinate,approved,203.963,0
DB11217,Arbutin,approved,272.2512,1
DB11218,Tea tree oil,approved,-1.0,0
DB11219,Enzacamene,approved,254.373,4
DB11220,Octacosanol,nutraceutical,410.7595,0
DB11221,Dioxybenzone,approved,244.246,1
DB11222,Benzoin resin,approved,-1.0,0
DB11223,Tolu balsam,experimental,-1.0,0
DB11224,Liquidambar styraciflua resin,experimental,-1.0,0
DB11225,Peg-100 stearate,approved,-1.0,0
DB11226,Ethylhexyl methoxycrylene,approved;experimental,391.511,0
DB11227,Thermus thermophilus lysate,experimental,-1.0,0
DB11228,Methylcellulose,approved,-1.0,0
DB11229,Padimate A,experimental;withdrawn,-1.0,0
DB11230,Magnesium Aluminum Silicate,approved,-1.0,0
DB11231,Lycopene,approved;investigational,536.888,0
DB11232,Saccharide isomerate,approved,-1.0,0
DB11233,Silver citrate,experimental,512.704,0
DB11234,Poliglusam,experimental,-1.0,0
DB11235,Thonzylamine,approved,286.379,6
DB11236,Polyethylene glycol 3500,experimental,-1.0,0
DB11237,Trypsin,approved;vet_approved,-1.0,0
DB11238,Borage oil,approved;investigational,-1.0,0
DB11239,Aluminum sulfate,approved,342.151,0
DB11242,Gelatin,approved;vet_approved,-1.0,0
DB11243,Ethyl macadamiate,approved,-1.0,0
DB11244,Cyclomethicone 5,approved,370.77,0
DB11246,Copper gluconate,approved;investigational,453.841,0
DB11247,Sambucus nigra flowering top,experimental,-1.0,0
DB11248,Zinc gluconate,approved;vet_approved,455.67,0
DB11250,Glyceryl monostearate,experimental,358.5558,0
DB11251,Tocopherol,approved;investigational,-1.0,1
DB11252,Poloxamer 407,approved;investigational,-1.0,0
DB11253,Xanthan gum,approved,-1.0,0
DB11254,Hexylresorcinol,approved,194.2701,3
DB11255,Chromium picolinate,approved,418.3005,0
DB11256,Levomefolic acid,approved;investigational,459.4558,0
DB11257,Fluoride ion,approved,18.9984,0
DB11259,Diosmetin,experimental,300.2629,0
DB11260,Diacetyl benzoyl lathyrol,approved,522.638,0
DB11261,Atractylodes japonica root,approved,-1.0,0
DB11262,Bisoctrizole,approved,658.891,0
DB11263,Polydatin,approved,390.388,0
DB11264,Calcium glycerophosphate,approved,210.135,0
DB11265,Curcuma xanthorrhiza oil,nutraceutical,-1.0,0
DB11266,Sea salt,approved,-1.0,0
DB11267,Triethoxycaprylylsilane,experimental,276.492,0
DB11268,Protocatechualdehyde,approved,138.1207,0
DB11269,Diethylamino hydroxybenzoyl hexyl benzoate,approved,397.515,0
DB11270,Atractylodes japonica root oil,approved,-1.0,0
DB11271,Polysilicone-15,approved,-1.0,0
DB11272,Methyl undecenoyl leucinate,approved,311.466,0
DB11273,Dihydroergocornine,approved,563.699,3
DB11274,Dihydro-alpha-ergocryptine,approved,577.726,3
DB11275,Epicriptine,approved,577.726,1
DB11276,Pine needle oil (pinus mugo),approved;experimental,-1.0,0
DB11277,Aluminum zirconium pentachlorohydrex gly,approved,-1.0,0
DB11278,DL-Methylephedrine,approved,179.263,4
DB11279,Brilliant green cation,approved;vet_approved,385.574,0
DB11281,Bismuth subcarbonate,experimental;vet_approved,509.967,0
DB11282,Diethyltoluamide,approved,191.2695,0
DB11283,DL-dimyristoylphosphatidylcholine,approved,677.945,0
DB11284,DL-dimyristoylphosphatidylglycerol,approved,666.874,0
DB11285,Ethyl ferulate,approved;experimental,222.2372,0
DB11286,Colloidal oatmeal,approved;nutraceutical,-1.0,0
DB11288,Borneol,experimental,154.2493,0
DB11289,Methicone (20 CST),experimental,-1.0,0
DB11290,Aluminium tristearate,experimental;vet_approved,877.3894,0
DB11291,2-ethylhexyl benzoate,experimental,234.339,0
DB11293,Rice bran oil,approved,-1.0,0
DB11294,Coccidioides immitis spherule,approved,-1.0,4
DB11295,Trichophyton verrucosum,approved,-1.0,0
DB11296,Prezatide,experimental,340.384,0
DB11297,Palmitoyl oligopeptide,experimental,578.799,0
DB11298,Thioredoxin,approved,-1.0,0
DB11299,Vanillyl butyl ether,approved,210.2695,0
DB11300,Thrombin,approved;investigational,-1.0,10
DB11301,Curcuma aromatica root oil,approved,-1.0,0
DB11302,Hydrogenated soybean oil,approved,-1.0,0
DB11304,Phenoxyethanol,approved,138.166,0
DB11305,Quaternium-18,experimental,-1.0,0
DB11306,Bentonite,approved,-1.0,0
DB11309,Sulfuric acid,experimental,98.078,0
DB11311,Prothrombin,approved,-1.0,4
DB11312,Protein C,approved,-1.0,0
DB11313,Phenyl trimethicone,experimental,-1.0,0
DB11315,Methscopolamine,approved,318.392,0
DB11318,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine",experimental,880.097,0
DB11321,Cod liver oil,nutraceutical;vet_approved,-1.0,0
DB11323,Glycol salicylate,approved,182.175,2
DB11324,Nonivamide,investigational,293.4012,1
DB11325,Soy sterol,experimental,-1.0,0
DB11326,Boric acid,approved,61.833,0
DB11327,Dipyrithione,approved,252.31,2
DB11328,Tetradecyl hydrogen sulfate (ester),approved,294.45,1
DB11329,C11-12 isoparaffin,approved,-1.0,0
DB11330,Factor IX Complex (Human),approved;investigational,-1.0,0
DB11331,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),approved;experimental,749.02,0
DB11332,Sinapultide,approved,2469.45,1
DB11333,Poloxamer 188,approved;investigational,-1.0,0
DB11335,Ascorbyl glucoside,experimental,338.265,0
DB11336,Kinetin,approved,215.2114,0
DB11337,Zeatin,experimental,219.2431,0
DB11338,Clove oil,approved;nutraceutical,-1.0,4
DB11340,Ubiquinol,approved;investigational,865.3594,0
DB11341,Ichthammol,approved,-1.0,0
DB11342,Aluminum oxide,approved,101.96,0
DB11343,Silanol,approved,48.116,0
DB11344,(+)-menthol,experimental,156.269,0
DB11345,(S)-camphor,experimental,152.2334,4
DB11346,Rubidium,approved;investigational,85.4678,0
DB11347,Bacillus subtilis,experimental,-1.0,0
DB11348,Calcium Phosphate,approved,310.177,33
DB11349,Cetyl ethylhexanoate,approved,-1.0,0
DB11350,Cocamidopropyl betaine,experimental,-1.0,0
DB11352,Ascorbyl phosphate,approved,-1.0,0
DB11355,Propolis wax,approved,-1.0,0
DB11356,Polyquaternium-10 (400 cps at 2%),approved,-1.0,0
DB11357,Linseed oil,approved;investigational,-1.0,0
DB11358,Evening primrose oil,investigational;nutraceutical,-1.0,0
DB11359,Guaiacol,approved,124.139,1
DB11360,Lactobacillus plantarum,approved;investigational,-1.0,0
DB11361,Betula pendula tar oil,nutraceutical,-1.0,0
DB11362,Selexipag,approved,496.63,1
DB11363,Alectinib,approved;investigational,482.6166,1
DB11364,Pidotimod,experimental,244.27,0
DB11365,Sennosides,approved,-1.0,2
DB11366,Roquinimex,investigational,308.337,0
DB11367,Cefroxadine,withdrawn,365.4,1
DB11368,Chlorophetanol,experimental,172.61,0
DB11371,Alfaxalone,vet_approved,332.484,0
DB11372,Altrenogest,vet_approved,310.437,0
DB11373,Amitraz,experimental;vet_approved,293.406,0
DB11375,Avilamycin,vet_approved,-1.0,0
DB11376,Azaperone,investigational;vet_approved,327.403,0
DB11377,Bambermycins,vet_approved,1597.609,0
DB11378,Buquinolate,experimental;vet_approved,361.438,0
DB11379,Butonate,experimental;vet_approved,327.52,0
DB11380,Cambendazole,experimental;vet_approved,302.35,0
DB11383,Carbomycin,vet_approved,841.9785,0
DB11385,Cefalonium,experimental;vet_approved,458.51,0
DB11386,Chlorobutanol,approved;investigational;vet_approved,177.45,1
DB11387,Chloroform,approved;vet_approved,119.378,0
DB11389,Clorsulon,vet_approved,380.64,0
DB11390,Coumaphos,vet_approved,362.766,0
DB11392,Cythioate,vet_approved,297.28,0
DB11393,Danofloxacin,experimental;vet_approved,357.385,0
DB11394,Decoquinate,experimental;vet_approved,417.546,0
DB11395,Deracoxib,vet_approved,397.37,0
DB11396,Dichlorophen,experimental;vet_approved,269.12,0
DB11397,Dichlorvos,vet_approved,220.976,2
DB11398,Diclazuril,investigational;vet_approved,407.64,0
DB11399,Dirlotapide,investigational;vet_approved,674.724,0
DB11400,Doramectin,vet_approved,899.128,0
DB11401,Efrotomycin,vet_approved,1145.347,0
DB11403,Emodepside,investigational;vet_approved,1119.408,0
DB11405,Eprinomectin,vet_approved,1814.259,0
DB11408,Famphur,vet_approved,325.33,0
DB11409,Febantel,experimental;vet_approved,446.48,0
DB11410,Fenbendazole,vet_approved,299.348,0
DB11411,Fenprostalene,vet_approved,402.487,0
DB11412,Fenthion,vet_approved,278.328,0
DB11413,Florfenicol,experimental;vet_approved,358.21,0
DB11416,Gamithromycin,vet_approved,777.05,0
DB11417,Gleptoferron,vet_approved,477.173,0
DB11419,Haloxon,vet_approved,415.58,0
DB11420,Squalane,experimental;vet_approved,422.826,0
DB11421,Imidacloprid,vet_approved,255.66,1
DB11423,Lasalocid,vet_approved,590.798,0
DB11424,Lufenuron,experimental;vet_approved,511.15,0
DB11425,Luprostiol,experimental;vet_approved,444.97,0
DB11426,Marbofloxacin,vet_approved,362.361,0
DB11427,Maropitant,vet_approved,468.685,0
DB11428,Medetomidine,experimental;vet_approved,200.2795,0
DB11429,Mibolerone,vet_approved,302.458,1
DB11430,Monensin,experimental;vet_approved,670.881,0
DB11431,Moxidectin,investigational;vet_approved,639.83,3
DB11432,Narasin,experimental;vet_approved,765.038,0
DB11433,Nequinate,vet_approved,365.4223,0
DB11436,Nifurpirinol,experimental;vet_approved,246.222,0
DB11437,Nitarsone,vet_approved,247.0371,0
DB11438,Nitenpyram,experimental;vet_approved,270.72,0
DB11440,Norgestomet,vet_approved,372.505,0
DB11442,Oleandomycin,vet_approved,687.868,0
DB11443,Orbifloxacin,vet_approved,395.382,0
DB11446,Oxfendazole,investigational;vet_approved,315.347,0
DB11447,Phenothiazine,experimental;vet_approved,199.27,1
DB11448,Phosmet,vet_approved,317.31,0
DB11449,Phthalofyne,experimental;vet_approved,246.262,0
DB11450,Pimobendan,vet_approved,334.379,0
DB11451,Poloxalene,investigational;vet_approved,102.1317,0
DB11454,Prostalene,vet_approved,380.525,0
DB11455,Robenacoxib,experimental;vet_approved,327.279,1
DB11456,Ronnel,experimental;vet_approved,321.53,0
DB11457,Rotenone,vet_approved,394.4172,0
DB11458,Roxarsone,vet_approved,263.0365,0
DB11459,Selamectin,vet_approved,769.973,0
DB11460,Squalene,vet_approved,410.73,0
DB11461,Sulfachlorpyridazine,vet_approved,284.72,0
DB11462,Sulfaethoxypyridazine,vet_approved,294.33,0
DB11463,Sulfanitran,vet_approved,335.33,0
DB11464,Sulfaquinoxaline,vet_approved,300.336,0
DB11466,Tepoxalin,vet_approved,385.85,0
DB11467,Thiostrepton,vet_approved,1664.89,0
DB11468,Tiamulin,vet_approved,493.742,0
DB11470,Tildipirosin,vet_approved,734.032,0
DB11471,Tilmicosin,investigational;vet_approved,869.147,0
DB11472,Tioxidazole,vet_approved,266.32,0
DB11473,Metrifonate,vet_approved,257.437,0
DB11475,Tylosin,vet_approved,916.1001,0
DB11476,Virginiamycin,vet_approved,1349.506,0
DB11477,Xylazine,vet_approved,220.33,1
DB11478,Zeranol,experimental;vet_approved,322.401,2
DB11479,Zilpaterol,vet_approved,261.325,0
DB11480,Zoalene,experimental;vet_approved,225.1583,0
DB11481,Atipamezole,investigational;vet_approved,212.296,0
DB11482,Balsam of Peru,nutraceutical;vet_approved,-1.0,0
DB11485,Ceftiofur,vet_approved,523.55,0
DB11487,Dexamethasone isonicotinate,vet_approved,497.563,0
DB11490,Nalorphine,experimental;vet_approved,311.381,0
DB11491,Sarafloxacin,vet_approved;withdrawn,385.3641,0
DB11493,Sodium tripolyphosphate,vet_approved,367.8641,0
DB11495,(S)-methoprene,vet_approved,310.478,0
DB11496,2-mercaptobenzothiazole,approved;experimental;vet_approved,167.251,1
DB11502,Butacaine,vet_approved,306.45,0
DB11507,Cloprostenol,vet_approved,424.92,0
DB11510,Deslorelin,investigational;vet_approved,1282.475,0
DB11511,Difloxacin,vet_approved,399.398,0
DB11512,Dihydrostreptomycin,investigational;vet_approved,583.596,0
DB11518,Flunixin,vet_approved,296.249,0
DB11519,Fluprostenol,vet_approved,458.474,0
DB11520,Hygromycin B,vet_approved,527.524,0
DB11521,Imidocarb,vet_approved,348.41,0
DB11522,Isoflupredone,vet_approved,378.44,0
DB11525,Maduramicin,vet_approved,934.171,0
DB11526,Masitinib,investigational;vet_approved,498.65,0
DB11529,Melengestrol,vet_approved,354.49,0
DB11537,Pirlimycin,vet_approved,410.95,0
DB11540,Propiopromazine,vet_approved,340.49,0
DB11541,Ractopamine,vet_approved,301.386,1
DB11543,Romifidine,vet_approved,258.094,0
DB11544,Salinomycin,vet_approved,751.011,0
DB11545,Semduramicin,vet_approved,873.087,0
DB11549,Tiletamine,vet_approved,223.33,0
DB11551,Trenbolone,vet_approved,270.372,0
DB11552,Tricaine,vet_approved,165.1891,0
DB11554,Tylvalosin,vet_approved,1042.267,0
DB11555,Zolazepam,vet_approved,286.31,0
DB11556,Detomidine,vet_approved,186.253,0
DB11558,Toluene,vet_approved,92.1384,0
DB11560,Lesinurad,approved;investigational,404.28,2
DB11561,Aminacrine,experimental,194.237,0
DB11562,Bicuculline,experimental,367.3521,0
DB11563,Sebelipase alfa,approved;investigational,-1.0,0
DB11567,Insulin peglispro,investigational,-1.0,0
DB11568,Insulin tregopil,investigational,-1.0,0
DB11569,Ixekizumab,approved;investigational,-1.0,1
DB11570,Padimate O,approved,277.408,0
DB11571,Human Thrombin,approved,-1.0,8
DB11572,Thrombin alfa,approved,-1.0,8
DB11573,Aluminum chlorohydrate,approved,192.46,0
DB11574,Elbasvir,approved,882.035,1
DB11575,Grazoprevir,approved,766.903,1
DB11576,Ferric oxide,experimental,159.687,0
DB11577,Indigotindisulfonic Acid,approved,422.389,2
DB11578,Hard fat,approved,-1.0,0
DB11579,Light Mineral Oil,approved,-1.0,0
DB11580,Ravulizumab,approved;investigational,-1.0,1
DB11581,Venetoclax,approved;investigational,868.45,1
DB11582,Thiocolchicoside,experimental,563.62,3
DB11583,Cetalkonium,approved,360.649,0
DB11584,Pipradrol,approved,267.372,1
DB11585,Drometrizole trisiloxane,approved,501.849,0
DB11586,Asunaprevir,approved;investigational;withdrawn,748.286,1
DB11587,Etafedrine,approved,193.29,1
DB11588,Carbon monoxide,approved;investigational,28.01,2
DB11589,Neon,approved;investigational,20.1797,0
DB11590,Thimerosal,approved,404.81,3
DB11591,Bilastine,approved;investigational,463.622,1
DB11592,Nitrocefin,experimental,516.5,0
DB11593,Isatoic anhydride,experimental,163.132,0
DB11594,Domiphen,approved;experimental,334.567,0
DB11595,Atezolizumab,approved;investigational,-1.0,1
DB11596,Levoleucovorin,approved;investigational,473.4393,2
DB11597,Human Rho(D) immune globulin,approved;investigational,-1.0,1
DB11598,Antithrombin III human,approved,-1.0,1
DB11599,"Starch, corn",approved;nutraceutical,-1.0,0
DB11600,Beeswax,approved,-1.0,0
DB11601,Tuberculin Purified Protein Derivative,approved,-1.0,1
DB11602,Hydroxyethyl cellulose,approved,806.937,0
DB11603,Human rabies virus immune globulin,approved,-1.0,1
DB11604,Tetanus Immune Globulin,approved,-1.0,1
DB11605,Myrrh,approved,-1.0,3
DB11606,Susoctocog alfa,approved;investigational,-1.0,1
DB11607,Efmoroctocog alfa,approved;investigational,-1.0,1
DB11608,Eftrenonacog alfa,approved;investigational,-1.0,0
DB11609,Normethadone,approved;illicit,295.426,0
DB11610,Oxilofrine,approved,181.235,0
DB11611,Lifitegrast,approved,615.48,1
DB11613,Velpatasvir,approved;investigational,883.019,1
DB11614,Rupatadine,approved,415.97,2
DB11616,Pirarubicin,investigational,627.643,0
DB11617,Aclarubicin,investigational,811.878,0
DB11618,Zorubicin,experimental,645.665,0
DB11619,Gestrinone,approved,308.4141,6
DB11620,Neridronic Acid,experimental;investigational,277.15,0
